ICRF J193716.2-395801  1933-400    2.36   -13.0   -59.5    4.80    0.70    0.65    0.10    27.0   105
ICRF J123924.5+073017  1236+077    1.24    22.6     4.6    0.40    0.66    0.09    0.14    23.3   108
ICRF J235421.6+455304  2351+456    1.46   -66.0    17.5    2.94    0.69    1.31    0.25    22.8    48
ICRF J135711.2-152728  1354-152    1.78    17.9   -17.1    1.03    0.76    0.31    0.32    29.2   203
ICRF J102343.5-664648  1022-665    2.53    28.7   298.8    3.92    0.79    1.53    0.35    12.2    39
ICRF J193124.9+224331  1929+226    1.26    -1.5   -30.4    2.12    0.93    1.71    0.67    24.6   115
ICRF J202319.0+315302  2021+317    1.46    17.2    20.0    1.91    0.52    0.26    0.11    31.0    38
ICRF J213019.0-092737  2127-096    1.83    32.0    48.4    0.99    1.00    0.27    0.45    19.2    91
ICRF J180242.6-394007  1759-396    2.54    37.5    82.9    3.86    0.97    1.33    0.14    14.7   409
ICRF J201613.8+163234  2013+163    1.29   -51.5    17.0    1.02    0.56    0.41    0.25    20.7   178
ICRF J011327.0+494824  0110+495    1.49    18.2    28.4    0.34    0.40    0.11    0.10    22.3    56
ICRF J143809.4-220454  1435-218    1.84    92.2   -28.9    1.96    0.84    0.12    0.08    28.2    22
ICRF J110352.2-535700  1101-536    2.73   -16.7  -171.6    6.72    1.02    4.97    1.26    24.6    59
ICRF J114759.7+263542  1145+268    1.32    23.2   -19.9    0.88    0.50    0.18    0.14    20.3   146
ICRF J072611.7+791131  0718+792    1.49     4.0     2.2    1.00    0.24    0.10    0.04    25.7  1377
ICRF J103502.1-201134  1032-199    1.84    50.0   -23.8    1.06    0.93    0.60    0.60    27.2    84
ICRF J052930.0-724528  0530-727    2.74   -98.8   122.1    1.67    0.70    4.49    5.42    28.6   201
ICRF J214755.2+083011  2145+082    1.32    -9.8   -74.2    1.04    0.99    0.00    0.00    21.0    22
ICRF J232220.3+444542  2319+444    1.51    76.5    54.8    3.86    0.88    1.21    0.33    20.1    58
ICRF J040534.0-130813  0403-132    1.87    35.0   -84.9    0.65    1.73    0.83    0.87    28.6    88
ICRF J043900.8-452222  0437-454    2.74  -102.9   110.0    1.14    0.74    1.01    0.74    24.2   116
ICRF J122131.6+281358  1219+285    1.32     5.3    27.0    1.00    0.56    0.32    0.12    28.2    34
ICRF J121906.4+482956  1216+487    1.51    22.7     4.0    0.90    0.32    0.00    0.00    22.9    30
ICRF J043701.4-184448  0434-188    1.89    22.0   -20.6    0.79    1.27    0.31    0.54    36.7   234
ICRF J051644.9-620705  0516-621    2.83   -98.9   109.7    3.18    2.14    0.43    0.19    24.7   111
ICRF J155930.9+030448  1557+032    1.33    21.3    11.6    0.42    0.45    0.16    0.21    22.2    73
ICRF J030335.2+471616  0300+470    1.53    -1.4     7.8    0.56    0.55    0.16    0.11    35.9   777
ICRF J234802.6-163112  2345-167    1.91   -31.4   -64.1    2.46    1.07    0.07    0.05    28.5   118
ICRF J022934.9-784745  0230-790    2.88    -2.6   -82.5    0.52    0.49    0.13    0.30    28.3    99
ICRF J095456.8+174331  0952+179    1.37     3.9    24.1    0.65    0.60    0.21    0.14    19.0    50
ICRF J121555.6+344815  1213+350    1.57    14.2    39.1    1.40    0.74    0.28    0.11    25.4    40
